what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.team.ui,1255516421152
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1255516421152
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1255516421152
started,bundle,org.antlr.eclipse.ui,4.1.1,org.antlr.eclipse.ui,1255516422774
started,bundle,org.antlr.eclipse.core,4.1.0,org.antlr.eclipse.core,1255516422784
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1255516423866
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1255516424396
started,bundle,org.eclipse.debug.core,3.4.1.v20090106_r342,org.eclipse.debug.core,1255516424437
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1255516424437
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1255516424437
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1255516424517
started,bundle,rightClick,0.7.0,rightClick,1255516425909
started,bundle,org.eclipse.m2m.atl.core,3.0.0.v200906220943,org.eclipse.m2m.atl.core,1255516425909
started,bundle,org.eclipse.m2m.atl.engine.emfvm,3.0.0.v200906220943,org.eclipse.m2m.atl.engine.emfvm,1255516425919
started,bundle,com.cea.papyrus.uml4eastadl.extension,1.9.8,com.cea.papyrus.uml4eastadl.extension,1255516426119
started,bundle,com.cea.papyrus.profiles.standard,1.11.0,com.cea.papyrus.profiles.standard,1255516426119
started,bundle,com.cea.papyrus.uml4sysml.extension,1.2.0,com.cea.papyrus.uml4sysml.extension,1255516426129
started,bundle,org.eclipse.m2m.atl.common,3.0.0.v200906220943,org.eclipse.m2m.atl.common,1255516426289
started,bundle,org.eclipse.emf.ecore.change,2.4.0.v200902171115,org.eclipse.emf.ecore.change,1255516426329
started,bundle,org.eclipse.uml2.common,1.4.0.v200805131030,org.eclipse.uml2.common,1255516426339
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,org.eclipse.wst.sse.core,1255516426610
started,bundle,org.eclipse.m2m.atl.engine,3.0.0.v200906220943,org.eclipse.m2m.atl.engine,1255516426710
started,bundle,com.cea.papyrus.umlutils,1.11.0,com.cea.papyrus.umlutils,1255516426950
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255516444235
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1255516453568
